rating,title,text,date,source_store,review_id
5,,add more important indicators CPR indicatore and achored vwap with bands and ORB,2026-04-24,play_store,d5f824db-453e-4538-bd84-aab39182d418
5,,grow account open kyu nhi ho rha hai,2026-04-24,play_store,66327a1f-9766-475a-9d28-018fb856a129
1,,"In the holdings section, total shares, invested amount, total P&L in percentage, and day’s P&L in percentage should be shown, just like in Zerodha Kite. This essential information should be visible on a single screen, not after tapping or using filters. This is necessary to take appropriate action to exit from positions. Without this data, trading in Groww is not convenient.",2026-04-24,play_store,cd71a6b0-5650-47fd-8667-5be9ac5855a6
2,,chat pe sclaper mode le aoo aur sl aur tp ke liye drag and drop jese improvement karo chat pe ek hi screen pe multichat jesa karo jese sahi app pe hai okk,2026-04-23,play_store,b11d7386-7728-48a5-aa0c-6d4249c4e44f
1,,order box start with 0 .0 .insted this the presnt price to be ther .,2026-04-23,play_store,31b8313b-717c-46a6-8ea5-199b36d68dd6
5,,please brokrage 10 rs kar do taki me groww app me trading kar saku,2026-04-23,play_store,ef8ccf90-3e9f-4603-9402-304275d7ec8b
5,,"hi,first of all I want to say thank u because this apps changed me a lot",2026-04-23,play_store,76468e6f-4bec-435b-95fe-0d0183520080
1,,"If we pledge our shares once and later unpledge them, we are being charged twice — once for pledging and once for unpledging. That itself is understandable, but the problem is that I have been charged multiple times even though I performed this action only once. After pledging and unpledging my shares one time, I did not perform any further pledge or unpledge transactions. However, I am still being charged repeatedly.",2026-04-23,play_store,049865a3-8425-43b8-8eaa-2d16a3d3ad35
3,,I wants to delete my account before approx 6 months and try 2-3 times but groww management may be poor in this.,2026-04-23,play_store,8b491aaa-1698-4f2f-b077-d3b738154e2c
1,,worst application and customer care. Do not use at all.They do not solve your queries copy paste random answers and close the chat before asking for user confirmation. Please avoid the application and try using some other app for investment.,2026-04-23,play_store,977e4bf5-8afe-486d-80f8-ad020d6bcc0d
1,,"It activated my F&O using a trick, I accidentally clicked on a button",2026-04-23,play_store,6c743b45-9fde-485d-8ffb-ab69092a6b15
2,,bahut baar sell order execute nahin hote jiske baje se loss hogya mera . trash app,2026-04-23,play_store,d0013c88-a851-4c73-bac4-379fd58bc878
1,,"Data ke sath play krte hain data bech ke big money ko ya khud manipulation krte hai , i have experience with tata elxsi full manipulation krte hain ye dont use it",2026-04-23,play_store,68b6dbe3-079c-4740-8a84-87465ec93c35
1,,repeated ads. is headache. pl. stop this ad in my mobile. please stop this ad,2026-04-23,play_store,19c21b9b-0662-468a-ab5c-1f53cdee2e90
1,,"Not good for customers , good for manipulation with hni",2026-04-23,play_store,134e5a74-d32b-4eea-80c3-fc31c1001b61
4,,after recent updates issue in some stocks for 52 weeks highs and lows and full chart issue,2026-04-23,play_store,748b9db4-82b0-4f16-823c-d367a5238faa
1,,bro pls solve my problem ive login from wrong which is mine but upi is not available on that number now your asking 50 rs it doesnt make sence please make change in it,2026-04-22,play_store,2fa10a45-9fad-4421-b0ed-5abf415ce342
4,,aapka app achcha hai par char me direct buy aur sell aur sl aur target lagane ka option dijiye,2026-04-22,play_store,c65498ec-e2d0-4363-98f3-ce8af8d6ef9e
1,,don't use this money West app groww nahi hoga.,2026-04-22,play_store,165da23f-26db-4c72-8536-6bff89a423b5
1,,Every single time it says PAN and BANK name missmatch literally i just have Name like shripada mg in bank and adhar and in pan it's compulsory name like malali Ganapathi shripada it include father name but it's rejecting because of my name,2026-04-22,play_store,443982b1-45ea-450c-8713-570732a4e7bc
1,,"Sometimes the wrong calculation is displayed, at closing time some other value was shown and at the end of days calculation changed to less value.",2026-04-22,play_store,4e57df60-d70e-4e2b-b5ce-a76ff0277a57
5,,Please add daily P/L dashboard on monthly calender.,2026-04-22,play_store,ce64821f-21a9-4179-94df-9d001c22dc37
1,,New use this app fully fraud and unwanted brokerage charge was to to to high like today I took 3 MTF trade and then totally I have to paid 1700 approximately which is totally unwanted I uninstall this app and also deleted my demat from this site .,2026-04-22,play_store,b6c8b83c-d20f-4fc0-aa9d-8c679fb424b5
2,,auto save is not working drawings are not getting saved very disgusting. and sync is not working properly between web and mobile Today itself open account and same day closing or otherwise fix it,2026-04-22,play_store,9a4326ea-826d-4922-b936-552cfe7bc1fa
1,,application is giving live data compare to other apps it is lagging too much please look into it,2026-04-22,play_store,d1e6e034-c7fb-4a58-bc63-5ebea8c03780
5,,I have been using the Grow app for about three and a half years.It would be good if you added some more new features. Such as a trailing stop loss. Scalping mode of F And O stock,2026-04-22,play_store,1e7c4035-7b36-4f87-b4ff-cd7e91ce435f
1,,I couldnt even set a pswd even after following the instructions and suggestion they provided... so if anybody failing to set a pswd kindly switch to another app instead of hanging here (and you know how valuable our time in trading),2026-04-22,play_store,08f2eb28-64db-428e-bcb8-57b7ae4cac26
1,,"never use this grow app, external charge is too much high",2026-04-22,play_store,12196747-2b1c-4d03-a9cc-6899de73bbd4
1,,when ever I sell showing different value it's being 3 time in a single day.. I got losses due to it,2026-04-22,play_store,9a1d5ec3-0319-4027-b6ed-644f234dbde8
1,,even after trying to sell my shares for about 5 times applyng the tpin and otp its showing error which is frustrating.Where even 1 second matter here i am trying for about 5 minutes.This is the first time i am facing this issue befire it wasent like this.i dont know whats wrong with this app.,2026-04-22,play_store,7e96152c-f3a7-44df-8929-b479f4cfa3a2
1,,why this app need daily update I'm not satisfied with this thing,2026-04-22,play_store,32c7f94d-32b8-4b5b-a6b2-1eb1078b741e
3,,"SWP missing, STP not allowed SWP option has been missing for a long time now on the app. When are you planning to bring it.? And why is STP not allowed for SoA funds now? You started as the flexible platform for investing. By trying to lock down investors or forcing them to use Demat MF will just lead negativity and bad taste.",2026-04-22,play_store,76e335b6-d3ec-4c62-892e-4458ae85162f
5,,"groww is best app for trading, investment and mutual fund",2026-04-21,play_store,508cad1e-1761-484d-9a10-bb7be926fadd
4,,"easy to use and understand UI DESIGN, FAST & RELIABLE",2026-04-21,play_store,c500ea64-ee19-48ac-a887-aad8f3965adb
1,,mujhe lagta hai lot lagane ke bad grow apne aap hi kam karta h target ka pata hone per bi use kam price per chodne per he badhta h,2026-04-21,play_store,a75fec64-f6ef-4500-95d3-6176b863c305
3,,Grow should recommendation option in Stock and F&O,2026-04-21,play_store,82ffb210-a1e6-46a4-b9ba-80ad0039f8bb
1,,"Worst app, feels cheating to customer. Extra charges, why T+1 share immediately show in demat holding and allowed as normal delivery sell with auto converting to intraday? also btst too shows as normal delivery. It's showing wrong details to customer and charging unfair",2026-04-21,play_store,54daaa98-1389-45fa-aca4-7ba6d932347b
1,,"facing an issue with groww watchlist App shows limit of 100 items, but I am getting the error ""you can only add 100 items"" Even when I try to add more than 10 stocks. This looks like a bug. Please fix this issue as soon as possible. Unable to use watchlist properly. kindly check and resolve because of this issue,I am not able to use the app properly and it's disgusting my overall experience during trading. and I am losing money when discussing app.",2026-04-21,play_store,68359648-ee8f-4012-ac6d-c183d031c60b
4,,Very easy-to-use trading app with a clean interface. Great for beginners and long-term investors. Smooth account opening and good overall experience,2026-04-21,play_store,1eb7192a-7bef-46d1-8f3b-0e397661e3a9
5,,yah bahut achcha hai per trading karne ke liye,2026-04-21,play_store,e1859655-94e1-4675-a87a-1ad73ef54b45
5,,Croww app is very good services to investors,2026-04-21,play_store,bdc2cd4c-960b-4ec1-ab83-98e967205c92
2,,They are increased their brokarage chargesand it's not good,2026-04-21,play_store,dbafde1c-1e6f-4ecb-9636-d998b99d6606
2,,app is lagging most of time. not able to place the trade properly.,2026-04-21,play_store,592391b5-bb70-42e7-b2a8-ff52b34d6bee
1,,"it lag alot cant se price movement, candle formation even i updated still same issue iam facing",2026-04-21,play_store,bc0fe0fd-c880-4f90-be69-b4fe80761064
5,,"best app ,interface is very easy to understand ,no unwanted data",2026-04-21,play_store,27ddef2f-f23f-4f12-a299-c077412e17a5
5,,nice app work all india No- 1,2026-04-21,play_store,b22b741d-cdde-4167-b22f-8b12b94b522a
1,,1. After new update no expiry is written - when it is there - earlier it was written that today its expiry day . 2. index and sensex is now so small its look very bad . 3. when some news comes for particular stocks then that stocks must get one symbol like bell so that one know and open the news about that stock ... now i again again have to look for news section of every stock for any update. so kinldy do the change as soon as possible. ??? nothing is done for the same .,2026-04-21,play_store,e3278b19-a458-4be8-ae05-daaa7eb9c66e
1,,don't use this app booohoth jada brokerage ka pese letha he ek din ka 2k. 3k brokarage jarahahe profit sirf 0 me bi koi use math karna is app ko,2026-04-21,play_store,6091c897-fa72-492f-a809-62688d0a8cdc
4,,"dear team, please develop position widget, so we can track it from mobile home screen.",2026-04-21,play_store,5fd53f6b-e6f6-47e3-9458-ad52096c6425
1,,worst work stoploss doesn't work on this app also very glitches happened. switching to another broker. now groww is scamming on points it's very bad.,2026-04-21,play_store,fa4cfb10-f1a5-49f6-adb3-41a2584d8f4d
1,,New update is bakwaas... Back to back update,2026-04-21,play_store,d02646c3-8b93-4cdc-9903-23d3735ee416
5,,awesome app and perfect design for new generation,2026-04-21,play_store,660316b0-4200-4631-9b66-d81041bdd65d
5,,my dream stocks market trending Groww apps,2026-04-21,play_store,aa6b43b3-7b2a-4a4a-84bb-8b2371f8cd1b
5,,SBSE BEST APP LEKIN BROKERAGE SBSE HIGH BHI HAI...MTF ME...,2026-04-21,play_store,3b8ca183-48fa-4774-8ad5-2cf0bfc82fa7
2,,"it's brokerage charge is high even they advertised 0 % delivery charge but actually thay taken charge when you buy delivery stock and sell , even they say there charge call is 5 to 20 by grow charge but when you sell your delivery stocks they charge more then it, and other charge not included that tax and gov. charge is also add it's and your pfrofit is many time none if you investment little money",2026-04-20,play_store,67159181-f3a0-4019-bcbb-d7995dae9ef4
1,,worst of the worst experience..not recommended.. Specially on Expiry day,2026-04-20,play_store,b38c1e62-be2b-452a-bc44-a9855cc7ff51
1,,this app is worst app I have ever installed . sell order auto-cancels every time it took me 6 to 7 days to sell . if you are in profit then sell order will not be executed and if you are in debt ( loss ) it will be executed instantly brokrage charges and GST are also high you can not make profit from this app atleast . Nill reply from customer service,2026-04-20,play_store,9246bcc4-2efb-48ea-8116-2b1111fa0176
5,,very user-friendly UI and easy to sell/buy . it will be helpful for for new person who wants to open a trading account,2026-04-20,play_store,864fe0a5-8c8d-4b64-8938-8df6929da242
1,,its a legal looting... mental harrsament.. distracting youth,2026-04-20,play_store,852bd622-1652-4b1b-aa97-f29ed552aed8
5,,great app everything is clean and minimal is it understand,2026-04-20,play_store,9b9901d7-20cf-4469-84a6-150e146fe388
1,,this app is a scam. pls don't use,2026-04-20,play_store,12265718-ea54-4cbb-8fb2-e3a12642c64a
1,,"third class gutter class app always glitches money loosing, if u r an retailer you lost all of your money if u use grow appp",2026-04-20,play_store,513b3e95-4750-454c-8a8a-e0548058ef79
1,,"If Groww cannot execute orders at the correct price and repeatedly hits the wrong target, how are traders supposed to trust the platform for professional trading in Nifty 50 F&O? These technical issues can lead to serious financial losses i Will delete my grow account now",2026-04-20,play_store,9b98bf4a-56e8-40d1-b59c-9d52dd9d2b66
4,,"easy to access, good response, quick transfer",2026-04-20,play_store,e59cfc72-b6db-494b-a2c6-8835ad1f44a5
1,,Black list Company Not Remove on Groww app(Bharat Global Developers ),2026-04-20,play_store,8cb60582-0970-4648-86d7-b3b53ab4dd49
5,,this is the great platform for the investing and also great for the bestest and trusted app this is you can earn more and more great,2026-04-20,play_store,57343490-b1db-4c2a-8989-fbb401293fa4
5,,this is really nice app and very good working,2026-04-20,play_store,ed8d33b2-ef8c-489e-9487-4558e24f2920
5,,tarik ki majboori nhi samjhte ye log.,2026-04-20,play_store,3e58438b-2fc3-4abb-8bd1-65a66cc42580
5,,good app to start stock market and mutual funds for beginners,2026-04-20,play_store,fc768e39-52fc-4b73-9240-69f083778e8f
5,,"I have been using the Groww app since 2021, and it is a good platform for investment. The app is user-friendly, easy to navigate, and suitable for both beginners and experienced investors.",2026-04-20,play_store,c0e8785a-f9b0-4ab7-96d3-6af8dccd1678
5,,Absolutely phenomenal app. Will get everything you could possibly need in terms of instruments or information and in a really great user interface that you just cannot not win with.,2026-04-20,play_store,ba9cd2e8-fff2-43a4-bc1e-96a2099974f9
5,,very nice app for trades please download and try,2026-04-20,play_store,ddbcb9a9-94dd-4475-82da-d1a36906151d
5,,Grow is my favourite investment platform. Iam Happy for my broker is grow...,2026-04-19,play_store,ae8d3ac6-6e26-422c-a18c-2803755ae79c
5,,love the User interface. other app should learn from this,2026-04-19,play_store,db12f078-9948-4d4c-b13b-f0cba73379dd
1,,"it's fake app, do not invest via this, I am struggling in reclaiming my 70k, it's fraud app, do not use",2026-04-19,play_store,687e6658-c518-4358-a890-4e08f54ee12f
3,,"Use of app, is not much user friendly. lagging behind its Peer, considering filter, sorting features.",2026-04-19,play_store,107a0008-cbd8-4684-8002-b07400df172d
5,,"One of my most favorite applications for investing and trading! The interface is clean, simple, and very user-friendly, making it perfect for both beginners and experienced users. Everything from stocks to mutual funds is easily accessible, and transactions are smooth and quick. Highly recommend Groww to anyone looking for a reliable and hassle-free investment platform!",2026-04-19,play_store,1cfdf6b6-9d12-48b5-a0d9-95c2e73a25b9
4,,grow is best application for murtal funds.,2026-04-19,play_store,66cf73be-5bb0-4a06-b04f-3ba87a9cbb18
1,,"Extremely frustrated with your pathetic system. If the PAN is the same, why demand offline signatures for Re-KYC? Online onboarding but offline updates make no sense. Your support bots and agents are useless. As a YouTuber, I’ll now expose your flawed system to my audience. I’m closing my account and moving to a better broker.",2026-04-19,play_store,54eddd36-034e-411c-897b-cc250c1a28bf
3,,Some time hang app & not show correct data .,2026-04-19,play_store,86303aa4-cb13-4334-a931-d5c3494fd092
5,,This app is so good but hidden charging and government charging so many so Very bad for any treaders,2026-04-19,play_store,322b8471-ddb1-4be5-929b-0273dd64e30f
1,,"AMC have credited the amount in my old bank account which was freeze. I cannot access it. Despite of telling hundreds times to change my bank account, you did not. You made me do the courier 2 times for account update, but you never update my bank account. It cost me 500 rupee for courier and now 3,123 . Now I'm going to take legal action, it's your fault.",2026-04-18,play_store,6bd843e8-772e-45e3-98aa-bd4b90c7ab6a
5,,this app use very easy and simple. i am understanding easy this app,2026-04-18,play_store,3f1bf14e-e9d9-4eba-a53f-02fe7aa5c60d
5,,now at Great app happy now Sir tnx Long time user,2026-04-18,play_store,03d8d045-ebc3-41a4-a7d8-8440a731e06e
5,,"Best ui i have seen made me switch from other broker app. UPI payments are surprisingly fast love it. suggestions 1. more features can be added to upi like upi lite, upi widgets etc",2026-04-18,play_store,d0116557-ba7e-4b25-840c-bc8a95042e11
4,,provide more security and solve the problem as early as,2026-04-18,play_store,eb94e1de-c83d-46ef-a898-34de619d050f
5,,easy to invest free demat account very nice platform for investing.,2026-04-18,play_store,5b3613f2-04f1-4a9f-b8c0-cbd505c97009
1,,One Of The Worst Apps For Trading Before Reaching SL Price Automatically Sell Position Also For Buying Buy At High Price ; Don't Use It,2026-04-18,play_store,687443ea-10d1-4123-8094-eac9b557811a
4,,"I have been using the app for 3 years It is overall good. It need to improve at order execution in the intraday segment , it lags in speed execution.",2026-04-18,play_store,d800e73c-7fcc-492d-a0be-486cddad36a8
1,,fake app but trading ke liye best,2026-04-18,play_store,c90c8aa2-a0ee-4ae8-9738-edb6eb93de51
1,,grow hade not returned my money that I withdraw from it,2026-04-18,play_store,d06a2ef6-b8cf-4889-a8b4-51302292510f
3,,Intraday charges can be ₹10 per order and Delivery charges can be zero. Many platforms offer the same charges.,2026-04-18,play_store,fa90cddb-d2ac-4192-ae56-7387cbfa0011
1,,A very bad experience chart error happened very often if you are doing chart analysis in nifty50 before 8-dec-25 you can't see charts before 4 Hour time very bad and some time if you shuffle in TF to analysis sometime in one timeframe that specific day's total candle will venice so very very very bad experience 0 Star and I will uninstall this app on Monday and shift to Dhan sold all my shares on this platform just because this error thing,2026-04-18,play_store,bcf8929e-edbc-476f-a442-3f578eba950d
5,,"Some days, we like to come here just to remind you to straighten your back, stay hydrated, read the disclaimers, and update your Groww app. These regular updates help keep the bugs away and thus enhance your investing journey.",2026-04-18,play_store,ecc11042-2a9a-4c17-a4bd-d7e82db330af
1,,i don't know what happened but the app is showing ``your journey is in reset process '' . This is my first time of using a trade app and showing this from the start.... I haven't even started my journey.... Not to raise complain but to reach your concern..... kindly rectify the issue,2026-04-18,play_store,57519b36-8950-4e7b-a2ba-2f76a8af91ee
5,,very very very nice and useful application. every thing we can done in a single one platform,2026-04-18,play_store,59f68f75-a7af-4abf-9630-767d86bbec5e
5,,Very Good app to learn and Invest. Gives Many stats and has a very simple and easy to understand and use interface. Transactions are fast and smooth,2026-04-17,play_store,0e9d919c-2493-461e-aed6-e7fb7cd5267f
4,,"So far the experience has been good. However, you guys don't update data regularly. eg. Recently I received a mail from ICICI fundhouse that the expense ratio of ICICI Large cap has increased from 0.69% to 0.72% but in your app the rate is 0.87%. This is a huge problem as we normally check these parameters before making any investments. There are many other lapses like this. You should focus on fixing these issues.",2026-04-17,play_store,c50fcb67-c94b-4e3e-9a29-09e2d2614edc
5,,easy method for market analysis and trading,2026-04-17,play_store,afe63998-ffed-41b9-9c8b-29bbf57a1143
1,,"The NAV assigned and the actual NAV is not matching and the support system is pathetic. no response from calls, chats too.",2026-04-17,play_store,8101c143-bece-424c-aeb1-07f411cdd5fc
5,,all update timley and easy to payment meathed,2026-04-17,play_store,568fd5e9-f150-468b-b546-a2e078a7df2d
4,,option trading main stop loss and target ka option de de to achcha hoga,2026-04-17,play_store,e49cc6cb-4602-40a9-ac88-152bca002bc9
3,,"Everything is fine, but MTF brokerage charges are very high.",2026-04-17,play_store,d73c3355-433d-43fe-a730-fb02fdffeb77
5,,use interface acha he par brokrage jyada hai,2026-04-17,play_store,e8b7f1e4-1a67-4594-823f-36ad3da6557d
4,,on Star less because it's take some hidden charges for using application,2026-04-17,play_store,85c5734e-d02c-4fd5-8d3c-10ca0d7cd352
3,,one of the best user interface in all brokers,2026-04-17,play_store,66cfa349-b327-4d8e-a688-7a0b2f3d4d39
1,,Earlier it worked very fine but now it seems as it has been well designed so that there's only loss of money inspite of the market being high or low. Not reliable or transparent.,2026-04-17,play_store,35a2e72c-4eb8-4317-aad3-874809a406ea
1,,brokarage amount High and Chart and indicator not updated like Dhan,2026-04-17,play_store,bec8283b-80a1-4b6d-877f-024305dd7acd
1,,Hi Everyone Please Don't use the Groww Platform Instead of using Groww prefer someother good broker as in the market we have many options.The thing is I placed a Stoploss order while inwas in trade my SL on 24250 call was 174 rs in the same candle at 1:24 Pm sell order executed but my Stoploss price was 174 triggered candle which never came at the time to 174.50 also... Don't use a Groww many times face a technical issues highly not recommended this broker,2026-04-17,play_store,93d0f932-0ea1-4ef2-a948-8a9d34bd23bf
1,,mader hot app sa bahut charge lagta ha sa la instell karo sab log 1200 sa shida 800 siref charges sa mare profit vi tha scam ho raha ha hera sat,2026-04-17,play_store,f5b71de3-23bf-49c5-9912-c4703e27e0fd
1,,"very bad app , which not trust worthy at all, in f&o it's all gambling and not genuine at all, you can see it very clearly in commodity tradess, one star is because of its speed, not for its trust full services, don't go for f&o in groww, go for other brokers",2026-04-17,play_store,706e64a9-02be-4291-8022-ef16ef7e678e
5,,it is very easy to understand for beginners and the charges are low compared to other brokers,2026-04-17,play_store,acf597e3-f44a-448b-8484-fc7e89dd5613
5,,"Groww is a simple, user-friendly app that’s great for beginners starting their investment journey.",2026-04-17,play_store,1faad6f5-a990-4605-a97b-4540e3d167e7
5,,ak din ka 40k 50k Kam rh hu,2026-04-17,play_store,304bccfd-31b4-4728-b5fc-a4df2a30a520
2,,not live showing why ? i have to open it repeatedly.,2026-04-17,play_store,38d7a67d-6fc7-4099-b9a0-ff1fecd38f0a
5,,plz plz don't change ui.keep the same,2026-04-17,play_store,8fbd4e02-5ca5-4f7c-8419-4ae27c1e6901
1,,"Almost everyone think groww charges less brokerage,but guess what, it charges the highest brokerage - 0.2% of the whole transaction for MTF with no capping, so if suppose you have 1 lac ₹ and you get ×4 times MTF = 4 lac₹ equity trade , now if you exit in no profit no loss situation you exit for a price of 4 lac ₹ ,so they charge you for 8 lac₹ ( 4 exit 4 entry) =0.002×800000= 1600 Rs for a single trade and you were also paying interest of 14.95% pa of the complete amount. Crux- YOU LOOSE 2-3%",2026-04-17,play_store,f2a4bd02-42a1-4168-aa22-72b3ee3df9c4
1,,i did not like the interface and system after the latest update.. previous system was better to handle this app...,2026-04-17,play_store,db261cf1-e757-44da-8dbf-f99ba807a2a5
5,,"UI is great , simple handling and fast .",2026-04-17,play_store,abfb6828-edbf-45a0-9706-1d1ab954f8ed
1,,they stole Rs 4 to 5 Or for a large transaction nearly Rs100 every time some one complaint about grow in cyber crime,2026-04-17,play_store,b8e25884-ded5-4219-b659-45b5d9f6123d
4,,good app easy to use. but need to add more option in filters of stock,2026-04-17,play_store,fca7c23f-1af0-4d4a-89d3-146802ed36e9
1,,"Groww app is not suitable for a trader, this is only for investment purpose. So many glitches, execution problem. You may faces big loss for this and they just assured you by a 'sorry'",2026-04-16,play_store,351cb86a-79e7-4e66-b36d-ce6d26ec95be
5,,If possible to guide unknown customer for about ongoing profitable and loss mutual funds. How to invest in profitable mutual funds and gain knowledge about stocks and mutual fund?,2026-04-16,play_store,b1a1769f-817d-4679-bff0-430bb4e4d388
5,,"My gmail id and mobile number are linked to my Groww demat account. I don't have them yet, so I want to update them. Please help.",2026-04-16,play_store,b710fad9-c26a-40d4-bdfd-fe9562e9e9bf
1,,"It's a very difficult app for an option trader while the limit orders execute in the market & GTT orders will execute far from the limit we set. SL is also the same, if we keep 10 points as SL it goes nearly 13 to 14 points & hits the SL. while coming to targets if we keep 20 points it will hit nearly 16 to 18 points. And the app does not provide any bracket orders, we can't set our targets & SL before the order activates, we only set the SL & Targets once the order activates.",2026-04-16,play_store,19c9749f-0b19-40ec-9113-8ca5684bd92d
1,,"very high charges from grow it s worst experince from grow ,also there is no way to check iv ,in the live market ,please don t go with grow you take every time loss .",2026-04-16,play_store,937ac002-0581-497a-9ab4-d5e2d4533913
1,,fraud app h high brokerage aur kab aapke trading cut Jaye pta bhi nhi lagea,2026-04-16,play_store,50cdfad2-7b07-49d2-aa1e-f99af983a7b3
1,,"ab tak ka sabse sabse sabse ghatiya broker app hai Groww, 1 star bhi dene ke layak nahi hai. galti se bhi esme option trading mat Krna nahi to sb road me aa jaoge",2026-04-16,play_store,ef9712a9-b012-49c2-a857-1eb9e0bbee8b
5,,nice app for investment in stick and mutual funds. easy to use,2026-04-16,play_store,a49e19b1-3dd9-4c8d-9468-dd0b87794c21
5,,Best broker for for easy interface and smooth experience,2026-04-16,play_store,dfcf81eb-a730-42bd-a62f-326185c61e99
1,,I can't place GTT sell order anymore and the app is forcing me to enable DDPI for placing trigger sell orders,2026-04-16,play_store,e47721a5-bce2-4612-9e95-e33b46d8d401
5,,very bad app I hate this app ek gatiya app hai but 5 star de hi deta hun,2026-04-16,play_store,8195a9f9-754a-4526-b7f9-e3babf3a0673
4,,"Nice simple interface for beginners. Has explanation for new technical terms too. FEEDBACK: can add live data for 1yr 3yr, 5yr rolling returns, alpha, sharpe & sortino in the details for each fund. kind of helps in getting a better picture",2026-04-16,play_store,12ab836b-3d99-4be3-a4b2-a4819e11c1d1
5,,easy to use this app and beginner friendly too.,2026-04-16,play_store,a84c46ec-0642-4adb-8d52-b9ed2f5cab42
1,,"im sorry to say but this is not an okay app for beginners, not at all! please hear me out i had no idea about the other charges , i added 1470 rupees in my account later on facing market downfall to prevent greater loss , i took it out at the lowest loss as possible and which was around 30 rs and later on when i went to withdraw my money back to my account i gor 1190 rupees back :) ... ima get alotta scolding from my mom",2026-04-16,play_store,3a8543e7-622d-447a-95c5-8c1b935e7acb
5,,these app good for fund and stock,2026-04-16,play_store,0c725bd7-918f-4c83-ab7f-d0127a733f99
1,,financial year 26-27 kb aayegi app pr,2026-04-16,play_store,4a357045-3ce8-45bf-ac4d-b38708694df4
1,,new update is worst I don't like this i request I to bring the old version thank you,2026-04-16,play_store,ba33ea3e-c750-41ee-ba94-4c3d438abcf6
1,,is app ko koi bhi download mat Karna is mahine premium barabar chalega nahin chart barabar chalega jo bhi download kar raha hai Sahi ko kijiye sabse best app,2026-04-16,play_store,c0f278a0-8cec-4bc5-bbba-951df14d2c3c
5,,"Superb smooth UI, Very easy to sell and buy. I have switched from coin and hdfc",2026-04-16,play_store,55896654-235c-4ee7-966e-0d8a983e1eee
5,,this app good no iam invest amount but more amount cutting,2026-04-16,play_store,e358ea6c-2828-4b61-9974-a52ff2c839e3
5,,this is the best app for trading,2026-04-16,play_store,4f3ebd72-92d8-45c6-8807-0aac21b4fda3
1,,bought a few funds than kyc goes nill? not letting me buy sip,2026-04-16,play_store,5d526c95-1fbc-4af6-bfe8-12e2deb649a4
5,,very well maintained software performance and stability of money determination extremely happy me,2026-04-16,play_store,fe31776e-b6d9-45dd-bacd-cf959c9a1fbb
5,,Please add etf's tab in products and tools and tell me about two different market caps in stock like in screener market cap different in opening the stock from screener market cap why it is my sort and filter option work from last 2 days.,2026-04-16,play_store,df4072a4-79b2-4654-a5e9-b60e56949590
5,,Onboarding was fast and segment activation was quick. Would be nice to have an option to adjust the font type and size. Trades were executed quickly.,2026-04-16,play_store,a845afc4-a4d2-465c-b8f6-4f0e2200cc1e
5,,Grow is a very good company. Always cooperative. Giving prompt reply to everyone.,2026-04-16,play_store,4ec23af8-6131-4250-8ced-d5aec640494a
5,,"persent time is very good, but future diside hardworking",2026-04-16,play_store,474089bb-ea5a-4fa6-a426-ae5f16944a11
5,,very easy to use. I am loving it. MF investment manages fluently,2026-04-16,play_store,a9b02a7f-09c4-4093-b84e-96667f4a328e
5,,I was a beginner but groww helped me understand many things.,2026-04-16,play_store,c186cdd8-946a-4a9d-9ec1-0e5891f12121
5,,love Groww.. with the help of groww i understand how the market works 00.0001%.. without it 0%...,2026-04-15,play_store,b96e8435-8c08-487f-9a46-3b7314f0fca0
1,,"Using it for just a day & I realised it as Third class discount broker services!! Very poor! A lot of hidden charges while Equity Buy & sell that do not show during transactions but later deducted. Around ₹20 DP charges + Brokerage extra while Selling (While Zerodha only charges fixed ₹15.34 DP charges, no other charges). You can't withdraw funds after selling. You've to wait a day to withdraw funds (while Zerodha, instant credit after sell & instant withdrawal)",2026-04-15,play_store,58e4a12f-74dc-43c7-9907-167a64beba62
5,,good app for beginners as well as for experienced traders.,2026-04-15,play_store,c4038126-7ffe-48f8-a3bd-4c9d3099f346
1,,Worst trading app ever. Charges are more than the selling price.,2026-04-15,play_store,9b63ec76-4a37-4b85-a44e-a42793761e21
3,,"Unable to track external Stock Portfolios of Zerodha, Mstock, ICICI Direct in the App. On trying to track it always showing as in Progress for the last several week's. I have uninstalled the app and cleared the cache. I suppose there is some Glitch kindly do the needful at the earliest.",2026-04-15,play_store,f4dd0be0-4f2c-4777-9307-76323846b464
1,,"if you are using mtf for margins then this is the worst app,,,groww is charging flat 0.1% brokerage on whole traded amount,,,,except groww every trading app has a upper cap limit of 20 per trade",2026-04-15,play_store,d6a50375-f9c6-4625-a766-8ce1cb680477
5,,this app is good for beginners and also experienced people can trade in this app.,2026-04-15,play_store,38b7a9fc-0bbf-473b-b686-5b96b5ffde9b
4,,it's very good experience! I like it,2026-04-15,play_store,9b41a555-d846-477d-9c04-57fa2b7cf5d4
5,,"• Best for Beginners: ""Trading ke liye sabse simple aur clean interface."" • Smooth Experience: ""Stock aur Mutual Funds ke liye ek dum badhiya app.""",2026-04-15,play_store,28b88ed6-879e-4749-9dab-8b0b0f37afcb
1,,oen nhi ho rha bagut bar kosis kr liya,2026-04-15,play_store,c3e2b92d-bd3e-4bba-9f8a-1d1fcd421575
